"Mês Ano";"Área de atuação (Função)";"Subfunção";"Órgão Superior";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"05/2025";"10 - Saúde";"121 - Planejamento e orçamento";"36000 - Ministério da Saúde";"20.534.755,00";"2.748.237,51";"2.746.721,50";"1.619.918,00";
"05/2025";"13 - Cultura";"392 - Difusão cultural";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"2.200,00";
"05/2025";"11 - Trabalho";"122 - Administração geral";"36000 - Ministério da Saúde";"221.503,24";"230.295,64";"216.769,56";"0,00";
"05/2025";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"36000 - Ministério da Saúde";"- 594.600,71";"4.980.519,20";"794.818,76";"2.796.842,59";
"05/2025";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"36000 - Ministério da Saúde";"3.535.729,28";"4.075.454,98";"1.653.589,17";"1.024.556,89";
"05/2025";"26 - Transporte";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"2.249,88";"0,00";"0,00";
"05/2025";"10 - Saúde";"541 - Preservação e conservação ambiental";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"101.446,57";
"05/2025";"14 - Direitos da cidadania";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"736.414,00";"0,00";"0,00";"925.000,00";
"05/2025";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"36000 - Ministério da Saúde";"31.590,70";"862.115,03";"2.053.445,66";"23.830,00";
"05/2025";"10 - Saúde";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"3.015,30";"3.015,30";"3.015,30";"57.360.670,68";
"05/2025";"10 - Saúde";"125 - Normatização e fiscalização";"36000 - Ministério da Saúde";"3.300.084,50";"3.864.216,59";"1.318.079,02";"14.555,20";
"05/2025";"09 - Previdência social";"272 - Previdência do regime estatutário";"36000 - Ministério da Saúde";"61.344.917,14";"958.770.424,53";"1.147.129.323,58";"0,00";
"05/2025";"10 - Saúde";"126 - Tecnologia da informação";"36000 - Ministério da Saúde";"26.838.199,23";"31.623.739,10";"20.502.588,26";"6.563.787,53";
"05/2025";"10 - Saúde";"512 - Saneamento básico urbano";"36000 - Ministério da Saúde";"4.345.356,62";"91,66";"91,66";"21.742.786,70";
"05/2025";"28 - Encargos especiais";"846 - Outros encargos especiais";"36000 - Ministério da Saúde";"1.975.857,75";"2.616.515,84";"2.610.620,64";"0,00";
"05/2025";"10 - Saúde";"131 - Comunicação social";"36000 - Ministério da Saúde";"22.000.000,00";"16.457.024,52";"16.575.527,61";"7.242.111,08";
"05/2025";"10 - Saúde";"128 - Formação de recursos humanos";"36000 - Ministério da Saúde";"155.132.227,52";"146.535.358,28";"142.059.456,10";"24.170.531,23";
"05/2025";"10 - Saúde";"301 - Atenção básica";"36000 - Ministério da Saúde";"3.753.274.083,37";"3.895.076.343,86";"4.076.729.837,10";"236.814.617,82";
"05/2025";"10 - Saúde";"122 - Administração geral";"36000 - Ministério da Saúde";"966.686.644,87";"1.400.247.285,27";"1.573.296.945,51";"8.986.461,28";
"05/2025";"10 - Saúde";"571 - Desenvolvimento científico";"36000 - Ministério da Saúde";"31.644.391,62";"52.023.790,15";"69.194.525,76";"20.834.851,75";
"05/2025";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"36000 - Ministério da Saúde";"17.883.324,78";"95.803.879,24";"98.330.328,03";"12.593,83";
"05/2025";"10 - Saúde";"305 - Vigilância epidemiológica";"36000 - Ministério da Saúde";"556.425.071,31";"1.234.970.170,63";"1.304.158.124,18";"88.780.979,97";
"05/2025";"10 - Saúde";"511 - Saneamento básico rural";"36000 - Ministério da Saúde";"12.849.929,15";"7.271.349,47";"7.257.981,56";"10.060.933,36";
"05/2025";"10 - Saúde";"303 - Suporte profilático e terapêutico";"36000 - Ministério da Saúde";"1.735.232.422,19";"2.597.492.645,94";"2.069.181.417,70";"395.767.456,33";
"05/2025";"10 - Saúde";"423 - Assistência aos povos indígenas";"36000 - Ministério da Saúde";"125.014.758,06";"103.174.185,61";"111.656.155,30";"13.449.635,33";
"05/2025";"10 - Saúde";"304 - Vigilância sanitária";"36000 - Ministério da Saúde";"4.411.654,42";"6.291.465,36";"5.187.039,26";"124.367,60";
"05/2025";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"36000 - Ministério da Saúde";"6.174.228.832,18";"6.344.299.478,76";"6.400.226.844,73";"367.186.210,50";
"06/2025";"27 - Desporto e lazer";"122 - Administração geral";"36000 - Ministério da Saúde";"19.791,16";"0,00";"0,00";"0,00";
"06/2025";"12 - Educação";"368 - Educação básica";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"8.300.000,00";
"06/2025";"06 - Segurança pública";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"0,00";"3.200.000,00";"0,00";"0,00";
"06/2025";"12 - Educação";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"204,19";
"06/2025";"13 - Cultura";"122 - Administração geral";"36000 - Ministério da Saúde";"43.360,98";"43.360,98";"43.360,98";"0,00";
"06/2025";"10 - Saúde";"541 - Preservação e conservação ambiental";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"258.261,31";
"06/2025";"15 - Urbanismo";"452 - Serviços urbanos";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"501.134,90";
"06/2025";"14 - Direitos da cidadania";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"6.100.000,00";
"06/2025";"08 - Assistência social";"125 - Normatização e fiscalização";"36000 - Ministério da Saúde";"700.000,00";"700.000,00";"0,00";"0,00";
"06/2025";"14 - Direitos da cidadania";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"5.400.000,00";"0,00";"0,00";"631.500,00";
"06/2025";"08 - Assistência social";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"1.715.333,33";"0,00";"0,00";"380.070,00";
"06/2025";"11 - Trabalho";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"106.355,42";"223.193,74";"0,00";
"06/2025";"12 - Educação";"364 - Ensino superior";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"304,20";
"06/2025";"26 - Transporte";"121 - Planejamento e orçamento";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"491.000,91";
"06/2025";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"1.276.495,20";"393.156,81";"119.087,12";"1.361.234,61";
"06/2025";"04 - Administração";"122 - Administração geral";"36000 - Ministério da Saúde";"67.844,34";"51.668,94";"55.500,15";"0,00";
"06/2025";"21 - Organização agrária";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"0,00";
"06/2025";"04 - Administração";"183 - Informação e inteligência";"36000 - Ministério da Saúde";"0,00";"12.342,02";"9.818,08";"0,00";
"06/2025";"10 - Saúde";"121 - Planejamento e orçamento";"36000 - Ministério da Saúde";"2.860.786,00";"13.041.241,47";"42.873,80";"0,00";
"06/2025";"21 - Organização agrária";"606 - Extensão rural";"36000 - Ministério da Saúde";"0,00";"1.250.000,00";"0,00";"0,00";
"06/2025";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"36000 - Ministério da Saúde";"3.953.954,93";"4.060.236,14";"2.291.011,43";"2.127.470,94";
"06/2025";"10 - Saúde";"846 - Outros encargos especiais";"36000 - Ministério da Saúde";"1.688.746,64";"86.438.295,72";"87.160.616,50";"0,00";
"06/2025";"10 - Saúde";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"14.412,42";"14.412,42";"14.412,42";"1.265.919,60";
"06/2025";"09 - Previdência social";"272 - Previdência do regime estatutário";"36000 - Ministério da Saúde";"107.624.482,53";"1.427.047.914,02";"960.145.662,62";"0,00";
"06/2025";"04 - Administração";"573 - Difusão do conhecimento científico e tecnológico";"36000 - Ministério da Saúde";"1.982,16";"8.731,80";"9.271,12";"0,00";
"06/2025";"10 - Saúde";"131 - Comunicação social";"36000 - Ministério da Saúde";"37.000.000,00";"20.630.468,03";"13.372.252,24";"2.172.134,30";
"06/2025";"28 - Encargos especiais";"846 - Outros encargos especiais";"36000 - Ministério da Saúde";"2.370.196,85";"2.754.956,14";"2.730.969,58";"0,00";
"06/2025";"26 - Transporte";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"2.249,88";"0,00";
"06/2025";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"36000 - Ministério da Saúde";"6.336.571,36";"1.885.452,86";"1.213.393,29";"9.169.672,23";
"06/2025";"10 - Saúde";"512 - Saneamento básico urbano";"36000 - Ministério da Saúde";"586.818,52";"0,00";"0,00";"18.193.873,69";
"06/2025";"10 - Saúde";"511 - Saneamento básico rural";"36000 - Ministério da Saúde";"13.204.505,70";"5.904.373,98";"4.826.706,42";"7.607.653,28";
"06/2025";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"36000 - Ministério da Saúde";"9.817,69";"40.768,26";"409.532,09";"31.482,51";
"06/2025";"10 - Saúde";"125 - Normatização e fiscalização";"36000 - Ministério da Saúde";"2.135.662,91";"681.795,71";"1.408.869,49";"0,00";
"06/2025";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"36000 - Ministério da Saúde";"24.350.284,18";"98.542.148,33";"97.116.158,99";"8.842,30";
"06/2025";"10 - Saúde";"126 - Tecnologia da informação";"36000 - Ministério da Saúde";"28.377.069,72";"26.916.644,45";"27.011.854,18";"4.215.775,46";
"06/2025";"10 - Saúde";"304 - Vigilância sanitária";"36000 - Ministério da Saúde";"6.130.110,23";"45.826.218,50";"25.883.217,77";"5.951,23";
"06/2025";"10 - Saúde";"128 - Formação de recursos humanos";"36000 - Ministério da Saúde";"197.565.199,07";"86.623.894,88";"68.468.592,23";"9.958.355,05";
"06/2025";"10 - Saúde";"305 - Vigilância epidemiológica";"36000 - Ministério da Saúde";"532.994.309,32";"1.204.904.372,79";"1.258.532.916,26";"128.357.203,62";
"06/2025";"10 - Saúde";"303 - Suporte profilático e terapêutico";"36000 - Ministério da Saúde";"2.517.238.008,96";"2.183.799.349,28";"2.323.010.834,37";"179.136.230,30";
"06/2025";"10 - Saúde";"122 - Administração geral";"36000 - Ministério da Saúde";"1.252.218.549,70";"1.039.328.743,81";"855.832.263,17";"6.643.757,22";
"06/2025";"10 - Saúde";"423 - Assistência aos povos indígenas";"36000 - Ministério da Saúde";"314.016.625,58";"295.043.475,19";"294.117.137,76";"10.020.132,63";
"06/2025";"10 - Saúde";"571 - Desenvolvimento científico";"36000 - Ministério da Saúde";"132.601.727,81";"108.122.770,47";"66.300.566,48";"99.275.792,49";
"06/2025";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"36000 - Ministério da Saúde";"8.560.818.358,77";"7.285.985.916,88";"7.264.973.670,99";"531.388.114,53";
"06/2025";"10 - Saúde";"301 - Atenção básica";"36000 - Ministério da Saúde";"6.905.788.159,88";"5.611.566.848,21";"5.624.424.256,00";"346.658.000,17";
"07/2025";"06 - Segurança pública";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"1.829.196,70";"0,00";"3.200.000,00";"0,00";
"07/2025";"08 - Assistência social";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"0,00";"1.715.333,33";"0,00";"0,00";
"07/2025";"18 - Gestão ambiental";"122 - Administração geral";"36000 - Ministério da Saúde";"5.773,60";"5.773,60";"0,00";"0,00";
"07/2025";"08 - Assistência social";"125 - Normatização e fiscalização";"36000 - Ministério da Saúde";"0,00";"0,00";"700.000,00";"0,00";
"07/2025";"12 - Educação";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"1.659,13";
"07/2025";"05 - Defesa nacional";"122 - Administração geral";"36000 - Ministério da Saúde";"254.443,85";"0,00";"0,00";"0,00";
"07/2025";"14 - Direitos da cidadania";"423 - Assistência aos povos indígenas";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"4.000.000,00";
"07/2025";"21 - Organização agrária";"606 - Extensão rural";"36000 - Ministério da Saúde";"0,00";"0,00";"1.250.000,00";"0,00";
"07/2025";"13 - Cultura";"391 - Patrimônio histórico, artístico e arqueológico";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"183.600,00";
"07/2025";"11 - Trabalho";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"20.932,06";"0,00";
"07/2025";"21 - Organização agrária";"127 - Ordenamento territorial";"36000 - Ministério da Saúde";"500.000,00";"0,00";"0,00";"0,00";
"07/2025";"21 - Organização agrária";"608 - Promoção da produção agropecuária";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"20.000,00";
"07/2025";"04 - Administração";"573 - Difusão do conhecimento científico e tecnológico";"36000 - Ministério da Saúde";"22.308,92";"22.308,92";"8.731,80";"0,00";
"07/2025";"19 - Ciência e Tecnologia";"122 - Administração geral";"36000 - Ministério da Saúde";"212.069,50";"0,00";"0,00";"0,00";
"07/2025";"12 - Educação";"368 - Educação básica";"36000 - Ministério da Saúde";"91.125,00";"90.000,00";"0,00";"0,00";
"07/2025";"15 - Urbanismo";"452 - Serviços urbanos";"36000 - Ministério da Saúde";"1.464.173,78";"0,00";"0,00";"0,00";
"07/2025";"26 - Transporte";"121 - Planejamento e orçamento";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"30.508,28";
"07/2025";"06 - Segurança pública";"122 - Administração geral";"36000 - Ministério da Saúde";"22.475,52";"22.475,52";"0,00";"0,00";
"07/2025";"04 - Administração";"183 - Informação e inteligência";"36000 - Ministério da Saúde";"30.504,64";"12.107,34";"12.155,33";"0,00";
"07/2025";"10 - Saúde";"846 - Outros encargos especiais";"36000 - Ministério da Saúde";"315.125,00";"86.625.851,32";"86.321.723,06";"2.147,60";
"07/2025";"26 - Transporte";"125 - Normatização e fiscalização";"36000 - Ministério da Saúde";"28.611,47";"28.611,47";"28.611,47";"0,00";
"07/2025";"14 - Direitos da cidadania";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"5.999.987,81";"3.627.999,89";"358.500,00";"239.500,00";
"07/2025";"10 - Saúde";"121 - Planejamento e orçamento";"36000 - Ministério da Saúde";"65.850,83";"11.723.654,70";"3.985.682,49";"50.000,00";
"07/2025";"15 - Urbanismo";"845 - Outras transferências";"36000 - Ministério da Saúde";"8.550.000,00";"0,00";"0,00";"0,00";
"07/2025";"10 - Saúde";"131 - Comunicação social";"36000 - Ministério da Saúde";"32.000.000,00";"19.361.173,50";"27.736.099,07";"2.359.445,25";
"07/2025";"21 - Organização agrária";"122 - Administração geral";"36000 - Ministério da Saúde";"1.100.000,00";"3.505.581,00";"3.505.581,00";"0,00";
"07/2025";"10 - Saúde";"541 - Preservação e conservação ambiental";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"166.603,00";
"07/2025";"10 - Saúde";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"8.346,62";"5.561,62";"5.561,62";"0,00";
"07/2025";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"0,00";"897.056,86";"393.156,81";"1.873.133,77";
"07/2025";"09 - Previdência social";"272 - Previdência do regime estatutário";"36000 - Ministério da Saúde";"135.636.304,27";"954.224.821,67";"1.426.859.865,20";"0,00";
"07/2025";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"36000 - Ministério da Saúde";"21.192.743,70";"3.511.170,54";"1.389.627,04";"46.022.284,29";
"07/2025";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"36000 - Ministério da Saúde";"- 1.617,12";"284.545,54";"132.222,17";"0,00";
"07/2025";"10 - Saúde";"125 - Normatização e fiscalização";"36000 - Ministério da Saúde";"262.424,25";"1.591.835,13";"3.616.068,50";"7.797,68";
"07/2025";"28 - Encargos especiais";"846 - Outros encargos especiais";"36000 - Ministério da Saúde";"2.000.574,06";"2.622.918,80";"2.577.418,44";"0,00";
"07/2025";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"36000 - Ministério da Saúde";"11.012.926,92";"3.856.724,29";"3.092.663,19";"318.453,66";
"07/2025";"04 - Administração";"122 - Administração geral";"36000 - Ministério da Saúde";"64.584,17";"60.489,75";"53.642,09";"0,00";
"07/2025";"12 - Educação";"364 - Ensino superior";"36000 - Ministério da Saúde";"2.486.718,20";"2.204.847,50";"2.200.000,00";"5.567,13";
"07/2025";"10 - Saúde";"512 - Saneamento básico urbano";"36000 - Ministério da Saúde";"1.326.238,86";"1.865.592,86";"1.865.592,86";"8.936.273,68";
"07/2025";"10 - Saúde";"128 - Formação de recursos humanos";"36000 - Ministério da Saúde";"171.802.792,37";"178.375.339,18";"189.847.662,28";"10.593.906,03";
"07/2025";"10 - Saúde";"126 - Tecnologia da informação";"36000 - Ministério da Saúde";"32.186.937,69";"48.814.786,65";"50.818.905,45";"5.412.543,69";
"07/2025";"10 - Saúde";"511 - Saneamento básico rural";"36000 - Ministério da Saúde";"9.244.623,34";"8.485.572,97";"8.682.612,02";"11.518.476,90";
"07/2025";"10 - Saúde";"122 - Administração geral";"36000 - Ministério da Saúde";"1.534.117.017,58";"2.520.318.909,81";"2.637.340.815,53";"12.628.709,14";
"07/2025";"10 - Saúde";"303 - Suporte profilático e terapêutico";"36000 - Ministério da Saúde";"2.926.979.566,69";"2.895.735.123,74";"2.792.629.834,65";"103.778.896,41";
"07/2025";"10 - Saúde";"305 - Vigilância epidemiológica";"36000 - Ministério da Saúde";"1.584.275.322,29";"853.815.375,64";"662.934.149,38";"71.955.053,87";
"07/2025";"10 - Saúde";"304 - Vigilância sanitária";"36000 - Ministério da Saúde";"82.145.941,81";"87.089.275,19";"107.730.890,30";"103.057,99";
"07/2025";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"36000 - Ministério da Saúde";"25.519.454,29";"99.770.118,03";"99.476.944,21";"0,00";
"07/2025";"10 - Saúde";"423 - Assistência aos povos indígenas";"36000 - Ministério da Saúde";"140.748.164,99";"138.337.581,54";"142.969.640,50";"9.845.084,74";
"07/2025";"10 - Saúde";"301 - Atenção básica";"36000 - Ministério da Saúde";"7.161.983.914,29";"6.093.720.886,52";"6.198.424.683,60";"118.268.955,35";
"07/2025";"10 - Saúde";"571 - Desenvolvimento científico";"36000 - Ministério da Saúde";"168.741.370,71";"116.047.329,12";"138.665.237,81";"25.183.618,73";
"07/2025";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"36000 - Ministério da Saúde";"4.961.058.656,81";"7.063.264.714,53";"7.099.808.045,47";"489.682.069,10";
"08/2025";"15 - Urbanismo";"845 - Outras transferências";"36000 - Ministério da Saúde";"0,00";"8.550.000,00";"0,00";"0,00";
"08/2025";"04 - Administração";"571 - Desenvolvimento científico";"36000 - Ministério da Saúde";"510,00";"510,00";"0,00";"0,00";
"08/2025";"13 - Cultura";"122 - Administração geral";"36000 - Ministério da Saúde";"39.718,74";"39.718,74";"39.718,74";"0,00";
"08/2025";"21 - Organização agrária";"363 - Ensino profissional";"36000 - Ministério da Saúde";"399.984,00";"0,00";"0,00";"0,00";
"08/2025";"26 - Transporte";"125 - Normatização e fiscalização";"36000 - Ministério da Saúde";"49.576,90";"45.112,56";"38.453,95";"0,00";
"08/2025";"19 - Ciência e Tecnologia";"572 - Desenvolvimento tecnológico e engenharia";"36000 - Ministério da Saúde";"10.189,99";"0,00";"0,00";"0,00";
"08/2025";"08 - Assistência social";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"0,00";"0,00";"1.715.333,33";"0,00";
"08/2025";"03 - Essencial à justiça";"062 - Defesa do interesse público no processo judiciário";"36000 - Ministério da Saúde";"6.057,86";"0,00";"0,00";"0,00";
"08/2025";"10 - Saúde";"846 - Outros encargos especiais";"36000 - Ministério da Saúde";"12.000.000,00";"85.838.167,58";"85.504.417,92";"0,00";
"08/2025";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"2.750.000,00";"180.592,05";"1.000.838,28";"1.338.383,00";
"08/2025";"05 - Defesa nacional";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"254.443,85";"254.443,85";"0,00";
"08/2025";"10 - Saúde";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"60.678,18";"63.463,18";"63.463,18";"0,00";
"08/2025";"14 - Direitos da cidadania";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"1.130.000,11";
"08/2025";"12 - Educação";"368 - Educação básica";"36000 - Ministério da Saúde";"0,00";"0,00";"90.000,00";"14.020.000,00";
"08/2025";"19 - Ciência e Tecnologia";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"212.069,50";"184.266,10";"82.146,36";
"08/2025";"06 - Segurança pública";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"22.475,52";"0,00";
"08/2025";"14 - Direitos da cidadania";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"0,00";"5.999.987,81";"3.269.499,89";"2.887.000,00";
"08/2025";"04 - Administração";"573 - Difusão do conhecimento científico e tecnológico";"36000 - Ministério da Saúde";"0,00";"0,00";"22.308,92";"0,00";
"08/2025";"10 - Saúde";"121 - Planejamento e orçamento";"36000 - Ministério da Saúde";"15.368,67";"36.469,06";"7.626.087,39";"0,00";
"08/2025";"04 - Administração";"183 - Informação e inteligência";"36000 - Ministério da Saúde";"0,00";"35.668,14";"25.689,65";"0,00";
"08/2025";"12 - Educação";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"1.438,08";
"08/2025";"04 - Administração";"211 - Relações diplomáticas";"36000 - Ministério da Saúde";"49.586,00";"49.586,00";"49.586,00";"0,00";
"08/2025";"04 - Administração";"122 - Administração geral";"36000 - Ministério da Saúde";"19.914,21";"33.804,43";"41.918,01";"0,00";
"08/2025";"18 - Gestão ambiental";"541 - Preservação e conservação ambiental";"36000 - Ministério da Saúde";"620.000,00";"0,00";"0,00";"0,00";
"08/2025";"18 - Gestão ambiental";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"5.773,60";"0,00";
"08/2025";"21 - Organização agrária";"127 - Ordenamento territorial";"36000 - Ministério da Saúde";"0,00";"500.000,00";"0,00";"0,00";
"08/2025";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"36000 - Ministério da Saúde";"36.680.719,39";"28.506.958,47";"6.868.884,04";"13.567.079,63";
"08/2025";"12 - Educação";"364 - Ensino superior";"36000 - Ministério da Saúde";"2.099.357,86";"48.015,20";"23.443,50";"315,66";
"08/2025";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"36000 - Ministério da Saúde";"- 8.387,80";"- 148.550,57";"392.474,20";"0,00";
"08/2025";"09 - Previdência social";"272 - Previdência do regime estatutário";"36000 - Ministério da Saúde";"8.057.818,47";"950.443.171,32";"954.443.456,78";"0,00";
"08/2025";"10 - Saúde";"126 - Tecnologia da informação";"36000 - Ministério da Saúde";"25.281.402,57";"19.385.456,43";"29.762.351,46";"1.164.928,94";
"08/2025";"10 - Saúde";"131 - Comunicação social";"36000 - Ministério da Saúde";"29.000.000,00";"19.541.216,00";"16.463.033,20";"448.080,82";
"08/2025";"28 - Encargos especiais";"846 - Outros encargos especiais";"36000 - Ministério da Saúde";"1.315.250,75";"2.015.999,09";"2.046.749,78";"2.516,12";
"08/2025";"10 - Saúde";"125 - Normatização e fiscalização";"36000 - Ministério da Saúde";"1.469.392,38";"1.204.087,73";"1.239.033,16";"0,00";
"08/2025";"10 - Saúde";"512 - Saneamento básico urbano";"36000 - Ministério da Saúde";"6.505.556,31";"46.111,28";"46.111,28";"14.285.152,35";
"08/2025";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"36000 - Ministério da Saúde";"22.881.828,10";"98.734.675,98";"99.039.064,17";"0,00";
"08/2025";"10 - Saúde";"128 - Formação de recursos humanos";"36000 - Ministério da Saúde";"209.332.813,99";"196.734.488,20";"214.712.283,05";"13.032.775,04";
"08/2025";"10 - Saúde";"122 - Administração geral";"36000 - Ministério da Saúde";"1.265.148.346,08";"1.922.347.500,02";"1.902.240.840,84";"6.618.106,61";
"08/2025";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"36000 - Ministério da Saúde";"10.748.215,86";"13.171.126,18";"3.567.091,09";"1.248.603,30";
"08/2025";"10 - Saúde";"304 - Vigilância sanitária";"36000 - Ministério da Saúde";"6.926.235,50";"45.567.504,96";"46.113.849,92";"2.906.875,88";
"08/2025";"10 - Saúde";"305 - Vigilância epidemiológica";"36000 - Ministério da Saúde";"336.313.447,89";"655.196.929,40";"1.013.812.400,71";"35.316.431,60";
"08/2025";"10 - Saúde";"511 - Saneamento básico rural";"36000 - Ministério da Saúde";"5.279.646,51";"8.943.632,57";"6.976.340,98";"13.279.201,39";
"08/2025";"10 - Saúde";"423 - Assistência aos povos indígenas";"36000 - Ministério da Saúde";"118.997.846,60";"139.442.981,98";"119.485.016,20";"6.477.036,82";
"08/2025";"10 - Saúde";"571 - Desenvolvimento científico";"36000 - Ministério da Saúde";"86.660.552,03";"83.503.596,66";"110.873.738,12";"87.617.685,34";
"08/2025";"10 - Saúde";"303 - Suporte profilático e terapêutico";"36000 - Ministério da Saúde";"2.065.028.162,66";"3.306.033.618,39";"2.916.721.498,22";"31.838.477,77";
"08/2025";"10 - Saúde";"301 - Atenção básica";"36000 - Ministério da Saúde";"4.208.877.039,88";"4.693.630.003,71";"4.674.724.269,08";"157.919.678,42";
"08/2025";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"36000 - Ministério da Saúde";"7.464.689.221,07";"8.910.760.524,78";"8.916.887.830,26";"515.877.841,33";
"09/2025";"21 - Organização agrária";"122 - Administração geral";"36000 - Ministério da Saúde";"1.000.000,00";"1.000.000,00";"1.000.000,00";"0,00";
"09/2025";"13 - Cultura";"122 - Administração geral";"36000 - Ministério da Saúde";"41.778,73";"41.778,73";"41.778,73";"0,00";
"09/2025";"12 - Educação";"368 - Educação básica";"36000 - Ministério da Saúde";"43.646,25";"43.646,25";"43.646,25";"0,00";
"09/2025";"04 - Administração";"571 - Desenvolvimento científico";"36000 - Ministério da Saúde";"0,00";"0,00";"510,00";"0,00";
"09/2025";"21 - Organização agrária";"127 - Ordenamento territorial";"36000 - Ministério da Saúde";"500.000,00";"0,00";"500.000,00";"0,00";
"09/2025";"12 - Educação";"363 - Ensino profissional";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"4.043,05";
"09/2025";"03 - Essencial à justiça";"062 - Defesa do interesse público no processo judiciário";"36000 - Ministério da Saúde";"6.856,24";"6.057,86";"6.057,86";"0,00";
"09/2025";"12 - Educação";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"6.629,91";
"09/2025";"26 - Transporte";"125 - Normatização e fiscalização";"36000 - Ministério da Saúde";"0,00";"4.464,34";"10.632,27";"0,00";
"09/2025";"21 - Organização agrária";"363 - Ensino profissional";"36000 - Ministério da Saúde";"0,00";"199.992,00";"0,00";"0,00";
"09/2025";"10 - Saúde";"846 - Outros encargos especiais";"36000 - Ministério da Saúde";"0,00";"84.026.457,92";"84.150.236,52";"0,00";
"09/2025";"04 - Administração";"183 - Informação e inteligência";"36000 - Ministério da Saúde";"0,00";"1.521,95";"13.976,39";"0,00";
"09/2025";"06 - Segurança pública";"181 - Policiamento";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"7.400.000,00";
